Summary,Start_Date,Start_Time,End_Date,End_Time,Recurrence,Recurrence_Count,Location,Description,Image,Status,URL,Categories
Whose Mike is it Anyway?,2018-04-02,21:00:00,2018-04-02,23:00:00,WEEKLY,,,A wild night hosted by Tim Shea!,,CONFIRMED,,
